student_id,school,sex,age,address_type,family_size,parent_status,mother_education,father_education,mother_job,father_job,school_choice_reason,guardian,travel_time,study_time,class_failures,school_support,family_support,extra_paid_classes,activities,nursery_school,higher_ed,internet_access,romantic_relationship,family_relationship,free_time,social,weekday_alcohol,weekend_alcohol,health,absences,grade_1,grade_2,final_grade
392,GP,F,17,Urban,Greater than 3,Living together,secondary education,higher education,services,other,course,mother,<15 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,8,11,13,14
393,GP,F,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,3,2,0,12,13,15
394,GP,F,18,Urban,Less than or equal to 3,Living together,secondary education,secondary education,services,services,home,mother,<15 min.,>10 hours,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,4,14,14,15
395,GP,F,17,Rural,Greater than 3,Apart,secondary education,5th to 9th grade,other,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,2,0,14,14,16
396,GP,M,18,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,home,father,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,12,12,13
397,GP,M,18,Urban,Less than or equal to 3,Living together,secondary education,higher education,services,other,home,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,6,16,16,17
398,GP,F,17,Urban,Greater than 3,Apart,5th to 9th grade,5th to 9th grade,at_home,at_home,home,father,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,18,10,12,14
399,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,at_home,other,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,0,11,12,14
400,GP,F,18,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,services,other,mother,<15 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,4,14,16,17
401,GP,M,18,Rural,Greater than 3,Living together,higher education,secondary education,teacher,services,course,mother,<15 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,4,15,14,17
402,GP,M,18,Urban,Greater than 3,Living together,higher education,secondary education,teacher,other,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,5,4,5,2,3,5,0,14,13,14
403,GP,F,17,Urban,Greater than 3,Living together,higher education,secondary education,health,other,reputation,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,11,12,13
404,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,2,1,10,12,15,15
405,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,other,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,4,4,4,12,16,16
406,GP,F,19,Urban,Less than or equal to 3,Apart,5th to 9th grade,secondary education,at_home,other,home,other,15 to 30 min.,<2 hours,1,no,no,no,no,yes,no,yes,no,2,2,3,3,4,5,16,10,11,11
407,GP,F,17,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),other,at_home,home,mother,<15 min.,<2 hours,1,no,yes,yes,no,yes,yes,yes,yes,4,1,2,1,1,3,6,10,13,13
408,GP,F,21,Urban,Less than or equal to 3,Living together,higher education,higher education,other,other,reputation,other,<15 min.,5 to 10 hours,2,no,no,yes,yes,yes,yes,yes,no,3,3,2,1,1,5,0,9,12,12
409,GP,M,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,no,no,yes,no,4,4,4,1,3,3,11,9,11,12
410,GP,M,18,Urban,Less than or equal to 3,Apart,secondary education,higher education,other,other,reputation,other,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,5,1,4,2,9,13,14,15
411,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,services,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,4,0,13,17,17
412,GP,M,17,Urban,Less than or equal to 3,Apart,higher education,higher education,health,other,reputation,mother,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,4,2,12,15,15
413,GP,F,18,Urban,Less than or equal to 3,Living together,higher education,5th to 9th grade,teacher,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,3,0,14,17,17
414,GP,M,21,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,other,15 to 30 min.,2 to 5 hours,2,no,yes,no,yes,yes,no,yes,yes,5,3,3,5,2,4,21,9,10,10
415,GP,F,20,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,reputation,other,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,3,3,8,11,15,15
416,GP,F,19,Urban,Greater than 3,Living together,higher education,higher education,teacher,other,home,other,<15 min.,<2 hours,1,no,yes,no,no,yes,yes,yes,yes,3,2,5,4,4,5,5,9,10,11
417,GP,M,17,Urban,Less than or equal to 3,Apart,secondary education,5th to 9th grade,other,other,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,5,10,16,18,18
418,GP,F,18,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,at_home,other,reputation,father,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,2,5,14,17,17
419,GP,M,18,Rural,Greater than 3,Living together,5th to 9th grade,secondary education,other,services,reputation,father,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,1,3,4,5,4,13,13,14,14
420,GP,M,19,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,reputation,mother,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,3,4,1,4,4,10,7,11,11
421,GP,F,18,Urban,Less than or equal to 3,Apart,5th to 9th grade,5th to 9th grade,services,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,3,4,10,14,17,17
422,GP,F,20,Urban,Greater than 3,Living together,primary education (4th grade),none,other,other,reputation,mother,15 to 30 min.,<2 hours,1,yes,no,no,no,yes,yes,yes,yes,5,3,1,1,1,5,5,8,10,10
423,GP,F,18,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,services,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,no,yes,yes,yes,3,1,2,1,2,1,4,10,13,13
424,MS,F,16,Urban,Greater than 3,Living together,primary education (4th grade),secondary education,at_home,other,other,father,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,no,yes,yes,4,3,3,1,3,5,11,10,11,11
425,MS,F,16,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,5,0,12,12,12
426,MS,F,15,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,services,other,mother,<15 min.,<2 hours,1,no,yes,no,no,yes,yes,no,yes,4,1,3,1,1,2,6,10,10,10
427,MS,F,15,Rural,Greater than 3,Living together,secondary education,secondary education,at_home,other,course,mother,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,no,5,4,4,2,3,5,4,10,10,11
428,MS,F,16,Rural,Greater than 3,Living together,5th to 9th grade,secondary education,at_home,services,course,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,4,5,2,1,2,5,0,16,17,17
429,MS,F,15,Rural,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,home,mother,15 to 30 min.,<2 hours,0,no,no,no,no,yes,no,no,no,1,3,4,1,1,1,0,6,8,9
430,MS,M,16,Rural,Less than or equal to 3,Apart,higher education,higher education,at_home,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,3,2,5,10,11,11
431,MS,M,16,Urban,Greater than 3,Apart,primary education (4th grade),5th to 9th grade,other,other,other,mother,<15 min.,5 to 10 hours,0,yes,no,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11
432,MS,F,17,Rural,Greater than 3,Living together,secondary education,5th to 9th grade,at_home,other,course,father,<15 min.,2 to 5 hours,1,no,no,no,no,yes,yes,no,yes,4,5,4,1,2,5,0,10,10,10
433,MS,F,17,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,other,father,<15 min.,<2 hours,1,no,yes,no,no,no,no,yes,no,5,4,4,2,2,5,0,6,6,7
434,MS,F,15,Rural,Greater than 3,Living together,higher education,higher education,teacher,other,course,mother,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,yes,yes,1,5,1,3,5,5,0,13,14,14
435,MS,F,16,Urban,Less than or equal to 3,Apart,5th to 9th grade,5th to 9th grade,at_home,other,reputation,mother,15 to 30 min.,>10 hours,0,no,no,no,yes,no,no,no,yes,1,2,1,1,1,1,4,10,9,11
436,MS,F,15,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,services,reputation,father,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,4,0,10,10,10
437,MS,F,15,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,services,course,mother,15 to 30 min.,<2 hours,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,2,4,6,7,8
438,MS,F,16,Rural,Greater than 3,Living together,none,5th to 9th grade,other,other,other,mother,15 to 30 min.,<2 hours,0,no,yes,no,yes,yes,yes,no,no,3,2,3,1,2,2,0,12,11,12
439,MS,F,17,Rural,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,course,mother,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,no,5,5,5,1,3,3,2,10,11,12
440,MS,F,15,Rural,Greater than 3,Living together,secondary education,secondary education,other,services,course,father,15 to 30 min.,<2 hours,0,no,no,no,no,no,yes,yes,no,4,1,3,1,1,4,0,14,16,16
441,MS,M,16,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,services,home,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,4,5,3,0,7,0,0
442,MS,M,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,mother,<15 min.,2 to 5 hours,0,no,no,yes,no,no,yes,yes,no,4,4,3,2,4,5,4,8,9,9
443,MS,M,15,Rural,Less than or equal to 3,Living together,higher education,primary education (4th grade),health,services,reputation,father,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,0,12,13,14
444,MS,M,15,Rural,Less than or equal to 3,Living together,higher education,primary education (4th grade),health,services,reputation,father,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,7,7,9,8
445,MS,M,16,Rural,Greater than 3,Living together,secondary education,higher education,other,health,other,mother,30 min. to 1 hour,2 to 5 hours,0,no,no,no,no,no,yes,no,no,3,4,5,1,2,5,4,9,10,11
446,MS,M,15,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,course,mother,>1 hour,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,2,4,4,8,7,9,9
447,MS,M,15,Urban,Less than or equal to 3,Living together,secondary education,secondary education,at_home,at_home,reputation,father,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,0,11,11,11
448,MS,M,17,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,other,mother,30 min. to 1 hour,<2 hours,0,no,no,no,yes,yes,no,no,yes,5,5,5,5,5,3,8,8,10,9
449,MS,F,16,Rural,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,6,16,16,17
450,MS,F,15,Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,services,course,mother,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,no,no,5,1,2,1,1,1,3,11,13,13
451,MS,F,16,Rural,Greater than 3,Living together,5th to 9th grade,secondary education,other,services,course,mother,30 min. to 1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,5,4,1,2,1,2,15,15,15
452,MS,M,16,Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,other,course,father,15 to 30 min.,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,4,3,3,1,1,5,0,10,11,11
453,MS,F,16,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,30 min. to 1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,4,4,9,10,11
454,MS,F,16,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,services,course,mother,<15 min.,5 to 10 hours,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,0,10,8,8
455,MS,F,16,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,services,course,mother,<15 min.,5 to 10 hours,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,3,9,8,8
456,MS,F,15,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,home,mother,<15 min.,2 to 5 hours,0,yes,yes,no,no,no,yes,yes,no,4,4,2,3,3,2,0,9,10,9
457,MS,F,16,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,father,<15 min.,2 to 5 hours,0,no,yes,no,no,no,yes,no,yes,5,4,3,2,1,2,0,13,14,15
458,MS,M,17,Rural,Less than or equal to 3,Living together,primary education (4th grade),5th to 9th grade,at_home,services,reputation,mother,<15 min.,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,5,5,5,5,5,3,4,10,11,11
459,MS,F,16,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,father,>1 hour,>10 hours,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,1,0,13,10,13
460,MS,F,16,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,other,father,>1 hour,5 to 10 hours,0,yes,yes,no,no,yes,yes,no,no,4,4,3,1,1,5,2,10,9,10
461,MS,F,15,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,home,father,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,1,11,10,11
462,MS,F,16,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,other,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,4,3,2,0,13,12,14
463,MS,F,15,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,at_home,course,father,30 min. to 1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,4,2,1,1,2,2,0,13,14,14
464,MS,F,15,Rural,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,other,father,<15 min.,5 to 10 hours,0,yes,yes,no,no,yes,yes,no,no,4,4,3,2,2,5,2,14,11,12
465,MS,M,16,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,other,father,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,no,no,3,4,4,3,4,5,6,11,11,11
466,MS,F,18,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,other,course,father,<15 min.,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,yes,3,4,4,2,3,5,9,9,8,8
467,MS,M,15,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),other,services,home,mother,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,yes,no,no,3,2,3,1,3,4,0,10,9,11
468,MS,F,16,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,services,course,father,30 min. to 1 hour,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,2,1,14,13,14
469,MS,M,15,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,health,other,reputation,mother,30 min. to 1 hour,<2 hours,0,no,no,no,no,yes,yes,no,no,4,3,3,1,2,4,1,13,12,13
470,MS,M,16,Urban,Greater than 3,Living together,higher education,higher education,other,teacher,course,father,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,yes,4,3,1,1,1,3,0,13,12,13
471,MS,F,15,Rural,Greater than 3,Living together,secondary education,secondary education,services,other,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,5,4,1,1,1,4,13,12,12
472,MS,F,16,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,15 to 30 min.,2 to 5 hours,1,no,yes,no,yes,no,yes,no,no,4,4,4,2,3,5,2,12,11,12
473,MS,F,16,Rural,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,father,30 min. to 1 hour,<2 hours,0,no,yes,no,yes,yes,yes,no,yes,4,3,2,1,1,4,0,14,14,16
474,MS,M,16,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,services,course,mother,15 to 30 min.,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,2,4,3,2,3,4,4,10,8,10
475,MS,M,15,Rural,Less than or equal to 3,Living together,primary education (4th grade),secondary education,at_home,other,reputation,father,30 min. to 1 hour,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,3,5,3,2,10,11,11
476,MS,F,15,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,services,course,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,0,12,13,14
477,MS,F,16,Rural,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),other,other,home,mother,<15 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,1,5,2,10,8,8
478,MS,M,15,Urban,Greater than 3,Living together,secondary education,secondary education,services,services,course,father,15 to 30 min.,<2 hours,0,no,yes,no,yes,no,yes,yes,no,4,3,3,2,4,3,11,12,10,11
479,MS,F,16,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,father,15 to 30 min.,2 to 5 hours,3,yes,yes,no,no,yes,yes,no,no,3,4,3,1,1,1,0,7,7,8
480,MS,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,at_home,course,mother,<15 min.,<2 hours,0,no,yes,no,yes,yes,no,no,no,4,5,3,1,1,5,4,9,9,10
481,MS,F,19,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,at_home,services,course,other,<15 min.,<2 hours,1,no,no,no,no,yes,no,yes,yes,4,4,4,1,1,2,0,9,9,10
482,MS,F,17,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,course,mother,30 min. to 1 hour,<2 hours,0,no,yes,no,yes,yes,no,no,yes,5,5,3,1,1,3,2,9,10,11
483,MS,F,15,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,no,no,yes,5,2,1,1,3,4,0,9,10,9
484,MS,F,16,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,father,30 min. to 1 hour,2 to 5 hours,0,no,yes,no,no,yes,no,yes,no,3,4,5,1,2,1,1,9,10,11
485,MS,F,16,Urban,Less than or equal to 3,Apart,5th to 9th grade,5th to 9th grade,other,other,home,mother,<15 min.,<2 hours,0,no,yes,no,no,yes,no,no,no,4,3,4,1,2,1,6,7,7,8
486,MS,F,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,2,4,0,11,10,11
487,MS,F,16,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,services,course,father,<15 min.,<2 hours,1,no,yes,yes,yes,no,yes,yes,no,4,4,3,1,4,3,1,9,10,10
488,MS,F,18,Rural,Less than or equal to 3,Apart,secondary education,5th to 9th grade,other,other,course,other,15 to 30 min.,5 to 10 hours,2,no,yes,no,no,no,no,no,yes,3,3,2,1,1,2,6,7,9,10
489,MS,F,19,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,services,course,mother,<15 min.,5 to 10 hours,1,no,no,no,yes,yes,no,no,yes,5,3,1,1,1,3,6,7,9,9
490,MS,M,18,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,mother,15 to 30 min.,<2 hours,1,no,no,no,yes,yes,no,yes,no,4,4,3,3,4,4,0,8,9,10
491,MS,F,18,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,at_home,course,mother,15 to 30 min.,<2 hours,1,no,no,no,no,no,no,yes,yes,3,2,3,1,1,2,4,9,11,10
492,MS,F,19,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,course,other,15 to 30 min.,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,1,1,4,4,1,1,12,7,8,9
493,MS,F,16,Rural,Greater than 3,Apart,5th to 9th grade,5th to 9th grade,health,other,course,mother,<15 min.,2 to 5 hours,0,no,no,no,no,no,yes,no,yes,3,3,2,1,1,3,2,8,10,10
494,MS,F,17,Urban,Greater than 3,Living together,none,primary education (4th grade),other,at_home,course,father,15 to 30 min.,<2 hours,0,no,no,no,yes,no,yes,no,no,2,4,4,3,5,5,5,9,9,10
495,MS,F,16,Rural,Less than or equal to 3,Living together,primary education (4th grade),5th to 9th grade,at_home,other,course,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,no,yes,no,4,4,5,1,3,3,0,8,9,9
496,MS,F,16,Urban,Greater than 3,Living together,secondary education,secondary education,other,other,reputation,mother,<15 min.,<2 hours,0,no,no,no,yes,yes,no,yes,yes,4,5,4,1,1,4,0,14,13,13
497,MS,F,16,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),services,services,home,mother,<15 min.,<2 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,2,2,4,2,14,14,14
498,MS,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,services,at_home,course,mother,15 to 30 min.,>10 hours,1,no,yes,yes,yes,yes,yes,no,no,5,4,5,3,4,5,0,10,11,10
499,MS,F,16,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,services,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,0,14,13,14
500,MS,F,16,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,other,course,mother,<15 min.,<2 hours,0,no,yes,yes,yes,yes,yes,no,yes,4,2,5,1,2,5,0,17,16,16
501,MS,M,17,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,other,course,father,<15 min.,<2 hours,1,no,yes,no,yes,yes,no,yes,yes,5,3,5,5,5,1,12,6,7,7
502,MS,M,16,Urban,Less than or equal to 3,Living together,higher education,secondary education,other,other,course,father,<15 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,5,5,8,14,12,13
503,MS,M,17,Rural,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,other,mother,30 min. to 1 hour,>10 hours,1,no,yes,no,no,yes,yes,no,no,1,3,5,3,5,3,2,10,8,9
504,MS,F,16,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,course,other,<15 min.,>10 hours,0,yes,yes,no,yes,yes,yes,yes,no,2,2,1,1,1,5,0,14,14,14
505,MS,F,19,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,mother,<15 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,1,1,0,12,13,13
506,MS,F,17,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,reputation,mother,15 to 30 min.,<2 hours,0,no,yes,no,yes,no,yes,yes,yes,4,4,5,1,2,5,0,11,11,11
507,MS,F,20,Urban,Greater than 3,Living together,secondary education,secondary education,at_home,services,other,mother,15 to 30 min.,2 to 5 hours,1,no,no,no,yes,yes,yes,yes,yes,3,3,4,2,4,3,8,11,9,10
508,MS,F,17,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,services,course,father,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,no,yes,4,3,3,1,1,3,0,11,11,10
509,MS,M,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,30 min. to 1 hour,<2 hours,1,no,yes,no,no,no,yes,yes,no,4,4,5,1,2,5,0,10,9,9
510,MS,F,16,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,father,30 min. to 1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,1,0,16,17,18
511,MS,F,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,0,15,17,17
512,MS,F,17,Urban,Greater than 3,Apart,primary education (4th grade),none,other,other,other,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,no,yes,yes,yes,yes,4,4,5,1,1,4,1,11,9,10
513,MS,F,18,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,other,mother,<15 min.,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,5,9,7,7,7
514,MS,F,16,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),other,other,course,mother,<15 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,1,0,8,6,8
515,MS,F,16,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,services,at_home,course,mother,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,1,3,1,4,3,2,7,6,7
516,MS,F,18,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,at_home,reputation,mother,15 to 30 min.,2 to 5 hours,0,yes,no,no,no,yes,yes,no,no,2,3,5,1,4,3,8,9,8,10
517,MS,F,16,Rural,Greater than 3,Living together,higher education,higher education,health,teacher,reputation,father,<15 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,3,2,0,14,16,16
518,MS,F,16,Rural,Less than or equal to 3,Living together,primary education (4th grade),5th to 9th grade,other,other,reputation,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,5,4,5,1,4,2,0,14,14,15
519,MS,F,18,Urban,Greater than 3,Apart,5th to 9th grade,higher education,other,services,reputation,father,<15 min.,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,no,2,3,2,1,3,1,8,8,5,8
